Var1,Freq,year,cum2018,ymd
2018-06-01,685,2018,96308,2018-06-01
2018-06-02,494,2018,96802,2018-06-02
2018-06-03,612,2018,97414,2018-06-03
2018-06-04,734,2018,98148,2018-06-04
2018-06-05,676,2018,98824,2018-06-05
2018-06-06,649,2018,99473,2018-06-06
2018-06-07,684,2018,100157,2018-06-07
2018-06-08,759,2018,100916,2018-06-08
2018-06-09,556,2018,101472,2018-06-09
2018-06-10,612,2018,102084,2018-06-10
2018-06-11,721,2018,102805,2018-06-11
2018-06-12,679,2018,103484,2018-06-12
2018-06-13,696,2018,104180,2018-06-13
2018-06-14,707,2018,104887,2018-06-14
2018-06-15,664,2018,105551,2018-06-15
2018-06-16,570,2018,106121,2018-06-16
2018-06-17,512,2018,106633,2018-06-17
2018-06-18,719,2018,107352,2018-06-18
2018-06-19,750,2018,108102,2018-06-19
2018-06-20,629,2018,108731,2018-06-20
2018-06-21,651,2018,109382,2018-06-21
2018-06-22,656,2018,110038,2018-06-22
2018-06-23,529,2018,110567,2018-06-23
2018-06-24,643,2018,111210,2018-06-24
2018-06-25,745,2018,111955,2018-06-25
2018-06-26,677,2018,112632,2018-06-26
2018-06-27,667,2018,113299,2018-06-27
2018-06-28,656,2018,113955,2018-06-28
2018-06-29,571,2018,114526,2018-06-29
2018-06-30,545,2018,115071,2018-06-30
2018-07-01,572,2018,115643,2018-07-01
2018-07-02,703,2018,116346,2018-07-02
2018-07-03,698,2018,117044,2018-07-03
2018-07-04,478,2018,117522,2018-07-04
2018-07-05,680,2018,118202,2018-07-05
2018-07-06,580,2018,118782,2018-07-06
2018-07-07,561,2018,119343,2018-07-07
2018-07-08,557,2018,119900,2018-07-08
2018-07-09,663,2018,120563,2018-07-09
2018-07-10,653,2018,121216,2018-07-10
2018-07-11,698,2018,121914,2018-07-11
2018-07-12,705,2018,122619,2018-07-12
2018-07-13,650,2018,123269,2018-07-13
2018-07-14,563,2018,123832,2018-07-14
2018-07-15,583,2018,124415,2018-07-15
2018-07-16,709,2018,125124,2018-07-16
2018-07-17,725,2018,125849,2018-07-17
2018-07-18,650,2018,126499,2018-07-18
2018-07-19,709,2018,127208,2018-07-19
2018-07-20,669,2018,127877,2018-07-20
2018-07-21,555,2018,128432,2018-07-21
2018-07-22,616,2018,129048,2018-07-22
2018-07-23,700,2018,129748,2018-07-23
2018-07-24,696,2018,130444,2018-07-24
2018-07-25,702,2018,131146,2018-07-25
2018-07-26,669,2018,131815,2018-07-26
2018-07-27,616,2018,132431,2018-07-27
2018-07-28,553,2018,132984,2018-07-28
2018-07-29,652,2018,133636,2018-07-29
2018-07-30,733,2018,134369,2018-07-30
2018-07-31,699,2018,135068,2018-07-31
2018-08-01,659,2018,135727,2018-08-01
2018-08-02,640,2018,136367,2018-08-02
2018-08-03,659,2018,137026,2018-08-03
2018-08-04,558,2018,137584,2018-08-04
2018-08-05,598,2018,138182,2018-08-05
2018-08-06,684,2018,138866,2018-08-06
2018-08-07,637,2018,139503,2018-08-07
2018-08-08,688,2018,140191,2018-08-08
2018-08-09,716,2018,140907,2018-08-09
2018-08-10,595,2018,141502,2018-08-10
2018-08-11,562,2018,142064,2018-08-11
2018-08-12,598,2018,142662,2018-08-12
2018-08-13,677,2018,143339,2018-08-13
2018-08-14,667,2018,144006,2018-08-14
2018-08-15,686,2018,144692,2018-08-15
2018-08-16,700,2018,145392,2018-08-16
2018-08-17,610,2018,146002,2018-08-17
2018-08-18,526,2018,146528,2018-08-18
2018-08-19,578,2018,147106,2018-08-19
2018-08-20,706,2018,147812,2018-08-20
2018-08-21,731,2018,148543,2018-08-21
2018-08-22,657,2018,149200,2018-08-22
2018-08-23,631,2018,149831,2018-08-23
2018-08-24,632,2018,150463,2018-08-24
2018-08-25,510,2018,150973,2018-08-25
2018-08-26,527,2018,151500,2018-08-26
2018-08-27,674,2018,152174,2018-08-27
2018-08-28,681,2018,152855,2018-08-28
2018-08-29,673,2018,153528,2018-08-29
2018-08-30,696,2018,154224,2018-08-30
2018-08-31,629,2018,154853,2018-08-31
2018-09-01,531,2018,155384,2018-09-01
2018-09-02,547,2018,155931,2018-09-02
2018-09-03,603,2018,156534,2018-09-03
2018-09-04,715,2018,157249,2018-09-04
2018-09-05,600,2018,157849,2018-09-05
2018-09-06,671,2018,158520,2018-09-06
2018-09-07,631,2018,159151,2018-09-07
2018-09-08,534,2018,159685,2018-09-08
2018-09-09,538,2018,160223,2018-09-09
2018-09-10,736,2018,160959,2018-09-10
2018-09-11,615,2018,161574,2018-09-11
2018-09-12,648,2018,162222,2018-09-12
2018-09-13,676,2018,162898,2018-09-13
2018-09-14,610,2018,163508,2018-09-14
2018-09-15,533,2018,164041,2018-09-15
2018-09-16,560,2018,164601,2018-09-16
2018-09-17,689,2018,165290,2018-09-17
2018-09-18,668,2018,165958,2018-09-18
2018-09-19,607,2018,166565,2018-09-19
2018-09-20,615,2018,167180,2018-09-20
2018-09-21,666,2018,167846,2018-09-21
2018-09-22,600,2018,168446,2018-09-22
2018-09-23,578,2018,169024,2018-09-23
2018-09-24,712,2018,169736,2018-09-24
2018-09-25,701,2018,170437,2018-09-25
2018-09-26,647,2018,171084,2018-09-26
2018-09-27,644,2018,171728,2018-09-27
2018-09-28,649,2018,172377,2018-09-28
2018-09-29,528,2018,172905,2018-09-29
2018-09-30,513,2018,173418,2018-09-30
2018-10-01,716,2018,174134,2018-10-01
2018-10-02,653,2018,174787,2018-10-02
2018-10-03,684,2018,175471,2018-10-03
2018-10-04,603,2018,176074,2018-10-04
2018-10-05,670,2018,176744,2018-10-05
2018-10-06,613,2018,177357,2018-10-06
